1.430000000000000000e+02 1.000000000000000000e+00
7.600000000000000000e+01 1.000000000000000000e+00
1.260000000000000000e+02 1.000000000000000000e+00
9.700000000000000000e+01 1.000000000000000000e+00
1.160000000000000000e+02 1.000000000000000000e+00
9.100000000000000000e+01 1.000000000000000000e+00
2.270000000000000000e+02 1.000000000000000000e+00
7.800000000000000000e+01 1.000000000000000000e+00
2.460000000000000000e+02 1.000000000000000000e+00
1.440000000000000000e+02 1.000000000000000000e+00
2.460000000000000000e+02 1.000000000000000000e+00
2.270000000000000000e+02 1.000000000000000000e+00
2.250000000000000000e+02 1.000000000000000000e+00
2.000000000000000000e+01 1.000000000000000000e+00
2.480000000000000000e+02 1.000000000000000000e+00
1.430000000000000000e+02 1.000000000000000000e+00
2.520000000000000000e+02 1.000000000000000000e+00
6.500000000000000000e+01 1.000000000000000000e+00
6.500000000000000000e+01 1.000000000000000000e+00
1.160000000000000000e+02 1.000000000000000000e+00
7.900000000000000000e+01 1.000000000000000000e+00
1.160000000000000000e+02 1.000000000000000000e+00
2.480000000000000000e+02 1.000000000000000000e+00
7.900000000000000000e+01 1.000000000000000000e+00
1.310000000000000000e+02 1.000000000000000000e+00
1.470000000000000000e+02 1.000000000000000000e+00
1.280000000000000000e+02 1.000000000000000000e+00
9.100000000000000000e+01 1.000000000000000000e+00
1.130000000000000000e+02 1.000000000000000000e+00
8.500000000000000000e+01 1.000000000000000000e+00
1.210000000000000000e+02 1.000000000000000000e+00
8.800000000000000000e+01 1.000000000000000000e+00
1.190000000000000000e+02 1.000000000000000000e+00
2.090000000000000000e+02 1.000000000000000000e+00
8.700000000000000000e+01 1.000000000000000000e+00
1.180000000000000000e+02 1.000000000000000000e+00
2.110000000000000000e+02 1.000000000000000000e+00
8.300000000000000000e+01 1.000000000000000000e+00
7.300000000000000000e+01 1.000000000000000000e+00
1.530000000000000000e+02 1.000000000000000000e+00
1.100000000000000000e+02 1.000000000000000000e+00
1.970000000000000000e+02 1.000000000000000000e+00
8.200000000000000000e+01 1.000000000000000000e+00
1.430000000000000000e+02 1.000000000000000000e+00
2.280000000000000000e+02 1.000000000000000000e+00
9.500000000000000000e+01 1.000000000000000000e+00
1.550000000000000000e+02 1.000000000000000000e+00
9.600000000000000000e+01 1.000000000000000000e+00
1.360000000000000000e+02 1.000000000000000000e+00
8.900000000000000000e+01 1.000000000000000000e+00
1.570000000000000000e+02 1.000000000000000000e+00
9.400000000000000000e+01 1.000000000000000000e+00
1.610000000000000000e+02 1.000000000000000000e+00
9.700000000000000000e+01 1.000000000000000000e+00
1.720000000000000000e+02 1.000000000000000000e+00
2.080000000000000000e+02 1.000000000000000000e+00
9.700000000000000000e+01 1.000000000000000000e+00
2.050000000000000000e+02 1.000000000000000000e+00
1.030000000000000000e+02 1.000000000000000000e+00
1.760000000000000000e+02 1.000000000000000000e+00
1.010000000000000000e+02 1.000000000000000000e+00
1.390000000000000000e+02 1.000000000000000000e+00
9.300000000000000000e+01 1.000000000000000000e+00
1.050000000000000000e+02 1.000000000000000000e+00
1.640000000000000000e+02 1.000000000000000000e+00
9.800000000000000000e+01 1.000000000000000000e+00
1.340000000000000000e+02 1.000000000000000000e+00
1.660000000000000000e+02 1.000000000000000000e+00
9.700000000000000000e+01 1.000000000000000000e+00
2.530000000000000000e+02 1.000000000000000000e+00
1.080000000000000000e+02 1.000000000000000000e+00
1.190000000000000000e+02 1.000000000000000000e+00
9.800000000000000000e+01 -1.000000000000000000e+00
9.400000000000000000e+01 1.000000000000000000e+00
1.000000000000000000e+02 1.000000000000000000e+00
1.020000000000000000e+02 1.000000000000000000e+00
9.500000000000000000e+01 1.000000000000000000e+00
1.010000000000000000e+02 1.000000000000000000e+00
9.800000000000000000e+01 1.000000000000000000e+00
9.600000000000000000e+01 1.000000000000000000e+00
9.700000000000000000e+01 1.000000000000000000e+00
1.030000000000000000e+02 1.000000000000000000e+00
9.900000000000000000e+01 1.000000000000000000e+00
9.800000000000000000e+01 1.000000000000000000e+00
9.700000000000000000e+01 1.000000000000000000e+00
9.700000000000000000e+01 1.000000000000000000e+00
1.000000000000000000e+02 -1.000000000000000000e+00
1.010000000000000000e+02 -1.000000000000000000e+00
9.100000000000000000e+01 1.000000000000000000e+00
9.800000000000000000e+01 1.000000000000000000e+00
1.020000000000000000e+02 -1.000000000000000000e+00
9.900000000000000000e+01 1.000000000000000000e+00
1.010000000000000000e+02 1.000000000000000000e+00
9.300000000000000000e+01 1.000000000000000000e+00
9.600000000000000000e+01 1.000000000000000000e+00
9.300000000000000000e+01 -1.000000000000000000e+00
9.800000000000000000e+01 1.000000000000000000e+00
9.300000000000000000e+01 1.000000000000000000e+00
9.900000000000000000e+01 -1.000000000000000000e+00
9.800000000000000000e+01 -1.000000000000000000e+00
9.100000000000000000e+01 1.000000000000000000e+00
0.000000000000000000e+00 -1.000000000000000000e+00
9.500000000000000000e+01 -1.000000000000000000e+00
9.800000000000000000e+01 1.000000000000000000e+00
9.300000000000000000e+01 1.000000000000000000e+00
1.020000000000000000e+02 1.000000000000000000e+00
9.800000000000000000e+01 -1.000000000000000000e+00
9.700000000000000000e+01 1.000000000000000000e+00
9.800000000000000000e+01 1.000000000000000000e+00
1.000000000000000000e+02 1.000000000000000000e+00
1.030000000000000000e+02 -1.000000000000000000e+00
9.500000000000000000e+01 1.000000000000000000e+00
1.010000000000000000e+02 1.000000000000000000e+00
9.800000000000000000e+01 -1.000000000000000000e+00
9.800000000000000000e+01 1.000000000000000000e+00
9.800000000000000000e+01 1.000000000000000000e+00
9.600000000000000000e+01 -1.000000000000000000e+00
9.500000000000000000e+01 1.000000000000000000e+00
9.800000000000000000e+01 1.000000000000000000e+00
9.400000000000000000e+01 -1.000000000000000000e+00
9.900000000000000000e+01 -1.000000000000000000e+00
9.300000000000000000e+01 1.000000000000000000e+00
9.500000000000000000e+01 1.000000000000000000e+00
9.400000000000000000e+01 1.000000000000000000e+00
9.700000000000000000e+01 1.000000000000000000e+00
9.800000000000000000e+01 -1.000000000000000000e+00
9.700000000000000000e+01 1.000000000000000000e+00
9.300000000000000000e+01 1.000000000000000000e+00
9.900000000000000000e+01 -1.000000000000000000e+00
1.010000000000000000e+02 1.000000000000000000e+00
9.600000000000000000e+01 -1.000000000000000000e+00
